term_id,name,slug,description,display_type,parent,thumbnail
51,"Đèn Ốp Trần PhiLips",den-op-tran-philips,"<h1>Đèn LED ốp trần philips là gì công dụng và ưu nhược điểm</h1>
<strong>Đèn LED ốp trần philips</strong> – LED Ceiling light là thiết kế mang ánh sáng trắng ấm áp. Không nhấp nháy và tiết kiệm năng lượng với led tạo màu cao cấp. Các sản phẩm được thiết kế để chống lại sự ố vàng và sứt mẻ. Kiểu dáng thiết kế độc đáo mới với gờ mép nổi bổ sung thêm cho trang trí của bạn.

<em><strong>Đèn ốp trần philips</strong> là loại đèn trang trí giống như đèn âm trần nhưng bề mặt của nó nổi lên</em>, tùy vào sở thích và không gian nội thất phòng khách mà người ta chọn đèn ốp trần hoặc đèn âm trần. Thông thường đèn ốp trần loại Philips rất đắt 400 tới 800 nghìn 1 cái. Vì thế nhiều người vẫn hay chọn <strong>đèn led ốp trần</strong> giá rẻ. Ở một số nơi cao cấp thì đèn ốp trần người ta thay thế vỏ bằng gỗ vì thế tạo. Nên sự sang trọng trong căn phòng như các quán ăn mang phong cách cổ điển. Các nhà hàng hay quán cafe.
<h3>Ưu điểm của công nghệ đèn Philips</h3>
Với <strong>đèn LED ốp trần bạn có thể tiết kiệm đến 80%</strong> so với nguồn sáng sợi đốt tiêu chuẩn. Thời gian phát sáng tối ưu trong vòng 8-10 năm (tương đương 15.000 tới 20.000 giờ chiếu sáng). Giúp bạn không cần phải lo lắng thay bóng thường xuyên hay chi phí phải trả hàng tháng khi sử dụng. Bộ tản quang giúp ánh sáng có màu sắc hài hòa. Không gây chói làm nổi bật các điểm nhấn và tạo không gian ấm cúng cho căn phòng của bạn.

Được trang bị công nghệ <strong>LED</strong> tiên tiến, <em>đèn LED ốp trần là giải pháp chiếu sáng đa năng</em> mà Vinalight cung cấp bóng <strong>đèn led philips</strong> chính hãng giúp bạn có thể tiết kiệm chi phí và bảo vệ sức khỏe, thanh lọc cho môi trường, góp phần mang đến xã hội phát triển bền vững hơn với môi trường sống
<h2>Đèn ốp nổi Philips và bảng giá mới nhất 2020</h2>
<img class=""wp-image-1280 size-full"" src=""https://thietbidienkyanh.com/wp-content/uploads/2020/10/DEN-OP-NOI-PHILIPS-dn027c.jpg"" alt=""Đèn ốp nổi DN027C Philips"" width=""712"" height=""331"" />Đèn ốp nổi DN027C Philips<img class=""wp-image-1279 size-full"" src=""https://thietbidienkyanh.com/wp-content/uploads/2020/10/den-op-tran-philips-LC200LC254.jpg"" alt=""Đèn ốp nổi CL200VAF CL254 Philips"" width=""784"" height=""645"" /> <img class=""alignnone size-full wp-image-1278"" src=""https://thietbidienkyanh.com/wp-content/uploads/2020/10/den-op-tran-philips-LC200LC254-2.jpg"" alt="""" width=""718"" height=""441"" />
<h2>Catalog và bảng giá đèn Philips 2024</h2>
<a href=""https://drive.google.com/file/d/1pnpKz92P3kjYGnEwfhhN-E0CbAs70BJ0/view?usp=sharing""><strong>Tải catalogues Philips dân dụng năm 2024</strong></a>

Để tìm hiểu thêm các thiết bị điện cao cấp của Philips cũng như mua thiết bị điện với mức giá ưu đãi . Hãy đến với chúng tôi <a href=""https://thietbidienkyanh.com/"">Thiết bị điện Kỳ Anh</a> địa điểm mua thiết bị điện uy tín hàng đầu <strong>Hà Nội</strong>

xem thêm đèn chiếu sáng Philips tại :<a href=""https://thietbidienkyanh.com/thiet-bi-dien/bang-gia-catalops-den-led-philips/"">https://thietbidienkyanh.com/thiet-bi-dien/bang-gia-catalops-den-led-philips/</a>",default,48,http://thietbidienkyanh.com/wp-content/uploads/2019/12/den-op-noi-philips.jpg
53,"Công tắc ổ cắm ARTEOR",arteor,"<em> Công tắc ổ cắm Arteor là dòng sản phẩm cao cấp từ thương hiệu Arteor của tập đoàn Legrand, Pháp.Công tắc Arteor có tính linh hoạt, đa dạng cao. Hôm nay chúng ta cùng tìm hiểu về tính năng nổi bật của chúng</em>
<h1><span style=""font-size: 90%"">Bảng giá Công tắc ổ cắm ARTEOR - Và điều bạn nên biết</span></h1>
<strong><em>Arteor là dòng sản phẩm cao cấp từ thương hiệu Arteor của tập đoàn Legrand, Pháp.</em></strong>
Sản phẩm Arteor có tính linh hoạt, đa dạng cao. Chúng trở thành sự lựa chọn lý tưởng cho mọi dự án ở bất cứ nơi đâu trên thế giới. Arteor đang phát triển theo hướng tiếp cận quốc tế. Điều đó cho phép các sản phẩm của Arteor đáp ứng được nhu cầu lắp đặt tại các khu vực khác nhau.",default,118,http://thietbidienkyanh.com/wp-content/uploads/2019/12/hat-o-don-3-chau-legrand-2-module-ARTEOR-1.jpg
61,"Công tắc ổ cắm Biticino",biticino,"<h1>Thiết bị điện Bticino Legrand</h1>
Bticino là một thương hiệu nổi tiếng tại hơn 60 quốc gia trên toàn thế giới. Sáp nhập vào tập đoàn Legrand từ năm 1989, BTicino đã mang đến cho Legrand những thiết kế và sản phẩm đậm phong cách Ý.

Với Bticino, giờ đây các thiết bị điện mà bạn sử dụng hằng ngày không chỉ hoàn hảo về mặt kỹ thuật, tính năng mà nó còn mang lại sự sang trọng và khác biệt về không gian sống cho ngôi nhà của bạn.

AXOLUTE là một dòng sản phẩm cao cấp của BTicino. Cung cấp những lựa chọn tuyệt vời cho các không gian nội thất sang trọng và thanh lịch.

Các thiết bị công tắc ổ cắm AXOLUTE được xem là cao cấp nhất trên thế giới hiện nay. Với đầy đủ kiểu dáng, mẫu mã cũng như đa dạng về chất liệu, màu sắc.

Không chỉ chú trọng vào mảng thiết kế, AXOLUTE còn thành công về mặt công nghệ. Chất lượng các nút bấm, công tắc hoàn hảo tuyệt đối. Các chức năng của AXOLUTE đầy đủ như một thiết bị điện thông thường. Giao diện sử dụng gần gũi, thuận tiện, có thể chiều lòng cả những chủ nhà khó tính nhất. Đặc biệt công nghệ kỹ thuật số MYHOME cũng được tích hợp vào thiết bị của AXOLUTE. Các giao diện hiển thị cho phép tương tác tiên tiến nhất với hệ thống công nghệ hoàn thiện. Có thể nói AXOLUTE là sự kết hợp hoàn hảo giữa tính nghệ thuật và tính công nghệ.
<h2>Các thiết bị công tắc ổ cắm AXOLUTE</h2>
<table style=""border-collapse: collapse;width: 888px;height: 204px"" border=""0"" width=""144"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr style=""height: 14.25pt"">
<td style=""height: 14.25pt;width: 54pt"" width=""72"" height=""19""><img class=""alignnone wp-image-1213 aligncenter"" src=""https://thietbidienkyanh.com/wp-content/uploads/2020/09/209693_440350_BTI_HC4051.jpg"" alt="""" width=""428"" height=""428"" />
<h3 style=""text-align: center"">Hạt công tắc ổ cắm AXOLUTE của Bticino</h3>
</td>
<td style=""width: 54pt"" width=""72"">
<p style=""text-align: center""><img class=""alignnone wp-image-1214"" src=""https://thietbidienkyanh.com/wp-content/uploads/2020/09/209187_440110_BTI_HA4803XC.jpg"" alt="""" width=""409"" height=""409"" /></p>

<h3 style=""text-align: center"">Mặt che AXOLUTE của Bticino</h3>
</td>
</tr>
</tbody>
</table>
<h2>Bảng giá Công tắc ổ cắm Biticino</h2>
xem chi tiết tại :

https://thietbidienkyanh.com/wp-content/uploads/2023/08/Bang-Gia-Dong-Axolute-Bticino-2023.pdf

Để tìm hiểu thêm các thiết bị điện cao cấp của Legrand cũng như mua thiết bị điện với mức giá ưu đãi . Hãy đến với chúng tôi <a href=""https://thietbidienkyanh.com/"">Thiết bị điện Kỳ Anh</a> địa điểm mua thiết bị điện uy tín hàng đầu <strong>Hà Nội</strong>

Thiết bị điện Bticino

<a href=""https://thietbidienkyanh.com/thiet-bi-dien/legrand/"">Thiết bị điện Legrand</a>",default,118,http://thietbidienkyanh.com/wp-content/uploads/2020/09/mat-che-HA4803AZ-min-600x600-1.jpg
64,"Công tắc ổ cắm Avataron",avataron,"<h1 class=""entry-title"">Công tắc ổ cắm AvatarOn Schneider mặt vuông</h1>
<em>Công tắc ổ cắm schneider AvatarOn được sản xuất bởi thương hiệu thiết bị điện Schneider. Một trong những thương hiệu hàng đầu đến từ Pháp. Sự ra đời của dòng công tắc này đã và đang mang phong cách cá nhân vào từng không gian sống đến với người tiêu dùng. Công tắc ổ cắm có kiểu dáng thiết kế mặt vuông  hiện đại, đẹp mắt. Với chất liệu cao cấp. Đảm bảo độ bền và an toàn khi sử dụng.</em>
",default,115,http://thietbidienkyanh.com/wp-content/uploads/2021/09/mat-che-avataron-mau-vang.jpg
65,"Công tắc ổ cắm Muse",cong-tac-o-cam-muse,"<h1>Công tắc ổ cắm Muse Hager bảng giá và catalogue mới nhất 2024</h1>
<em>Được ra mắt ra thị trường vào đầu năm 2020 là sản phẩm kế thừa  cho dòng sản phẩm Stylea Hager vốn đã được rất nhiều khách hàng ưa dùng. Được Hager nâng cấp về chất lượng cũng như mẫu mã so với dòng sản phẩm cũ . Muse Hager sẽ là sự lựa chọn hoàn hảo cho ngôi nhà của bạn .</em>

",default,16,http://thietbidienkyanh.com/wp-content/uploads/2020/11/Cong-tac-don-hager-wglm111wglm112.jpg
66,"Công tắc ổ cắm Avataron A",avataron-a,"<h1>Công tắc ổ cắm Avatar on A là dòng sản phẩm mới của Schneider</h1>
<em>Avatar On A là một trong những dòng công tắc ổ cắm của Schneider – thương hiệu quản lý năng lượng và tự động hóa toàn cầu đến từ Pháp. Với tiêu chí tối đa hóa việc sử dụng nguồn năng lượng. Schneider đã hoạt động mạnh mẽ trên hơn 100 quốc gia và vùng lãnh thổ. Đây là một thương hiệu nổi bật của ngành điện mà trong đó. Dòng công tắc ổ cắm Avatar On thuộc phân khúc phổ thông tiêu chuẩn. Tính thẩm mỹ cao, lắp đặt nhanh chóng, an toàn. Giá cả phù hợp với mọi đối tượng khách hàng.</em>

https://www.youtube.com/watch?v=LSUy_QjUTHs
",default,115,http://thietbidienkyanh.com/wp-content/uploads/2022/02/Bo-o-cam-doi-3-chau-16A-co-cong-tac-M3T_SIS_WE-AvatarOn-A.jpg
68,"Vỏ tủ điện module schneider",tu-dien-schneider,"<h1>Bảng giá và catalogue tủ điện schneider mới nhất 2025</h1>
<a href=""https://thietbidienkyanh.com/thiet-bi-dien/thiet-bi-dien-schneider/tu-dien-schneider/"">Vỏ tủ điện Schneider</a> là dòng sản phẩm được sản xuất bởi thương hiệu Schneider Electric. Đây là 1 hãng chuyên sản xuất các loại thiết bị điện đến từ nước Pháp và là “ông lớn”nổi tiếng trên toàn thế giới. Thiết bị này được biết đến với vai trò bảo vệ các linh kiện điện. Và sắp xếp chúng một cách hợp lý để việc sử dụng các thiết bị điện trở nên an toàn và hiệu quả hơn.
",default,27,http://thietbidienkyanh.com/wp-content/uploads/2022/10/tu-dien-mip-24-trang-module.jpg
69,"Công tắc ổ cắm Dream",cong-tac-o-cam-dream,"<h1>Công tắc ổ cắm Hager Dream</h1>
<h2>Giới thiệu về Hager Drean</h2>
<strong>Hager Dream</strong> là dòng sản phẩm công tắc bao gồm ổ cắm và thiết bị có cơ chế gắn phẳng và vỏ không khung. Frameless là viết tắt của một định hướng thiết kế mới, mang tính xu hướng. Vẻ ngoài độc đáo được nhấn mạnh bởi một vòng có thể thay thế, có các màu sắc và chất liệu khác nhau. Vòng tăng tính linh hoạt của phạm vi. Hager Dream có các màu trắng, vàng và xám. Logo màu bạc cũng nhấn mạnh chất lượng của sản phẩm.

<strong>Hager Dream</strong> có đầy đủ các loại công tắc, ổ cắm và các phụ kiện. Khác với cơ chế lắp chìm và vỏ không khung toàn mặt. Thiết kế không khung đánh dấu hướng đi mới cho chương trình này. Nó cung cấp một thiết kế hoàn hảo với không gian chuyển đổi tối đa và trải nghiệm người dùng tuyệt vời.
<table style=""border-collapse: collapse;width: 841px;height: 146px"" border=""0"" width=""144"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr style=""height: 14.25pt"">
<td style=""height: 14.25pt;width: 54pt"" width=""72"" height=""19""><img class=""alignnone wp-image-1753"" title=""công tắc ổ cắm hager dream 1"" src=""https://thietbidienkyanh.com/wp-content/uploads/2021/08/cong-tac-o-cam-hager-dream.jpg"" alt=""công tắc ổ cắm hager dream 1"" width=""378"" height=""378"" /></td>
<td style=""width: 54pt"" width=""72""><img class=""alignnone wp-image-1754"" title=""công tắc ổ cắm hager dream 1"" src=""https://thietbidienkyanh.com/wp-content/uploads/2021/08/cong-tac-o-cam-hager-dream-2.jpg"" alt=""công tắc ổ cắm hager dream "" width=""549"" height=""264"" /></td>
</tr>
</tbody>
</table>
<h2> Bảng giá và catalogue Công tắc ổ cắm Hager Dream 2024</h2>
Hiện nay. giá cả thiết bị điện biến động thường xuyên. Mặc dù đã cố gắng để cập nhật các bảng giá sớm nhất nhưng không thể cập nhật hết được tất cả các bảng giá kịp thời.

Vì vậy quý khách nên kiểm chứng hiệu lực của các bảng giá trước khi sử dụng để hạn chế các phát sinh không đáng có.

Liên hệ để có mức Chiết Khấu Hấp dẫn :Zalo 093 4487 111

xem thêm  <a href=""https://thietbidienkyanh.com/thiet-bi-dien/hager/"">Thiết bị điện hager</a> :

<a href=""https://thietbidienkyanh.com/bang-gia-va-catalogus-thiet-bi-dien-hager/"">Bảng giá thiết bị điện hager mới nhất </a>",default,16,http://thietbidienkyanh.com/wp-content/uploads/2021/08/cong-tac-o-cam-hager-dream.jpg
70,"Công tắc ổ cắm Galion",galion,"<em>Công tắc ổ cắm Galion Legrand đã và đang khẳng định vị thế của mình trên thị trường thiết bị điện cao cấp tại Việt Nam. Với thiết kế tinh tế cùng chất lượng vượt trội, dòng sản phẩm này đang được ưa chuộng trong các công trình xây dựng hiện đại, từ căn hộ cao cấp đến văn phòng sang trọng.</em>
<h1>Công tắc ổ cắm Galion và những điều bạn nên biết</h1>",default,118,http://thietbidienkyanh.com/wp-content/uploads/2021/09/cong-tac-2-galion-1.jpg
71,"Aptomat MCB Legrand",aptomat-legrand,"<h2>Aptomat MCB Legrand</h2>
<em>Aptomat MCB (Miniature Circuit Breaker) hay còn gọi là CB tép, cầu dao,… của thương hiệu Legrand là một loại thiết bị bảo vệ quan trọng trong hệ thống điện. Nó được sử dụng để bảo vệ mạch điện tránh khỏi các nguy cơ chập điện, quá tải hoặc ngắn mạch.</em>",default,34,http://thietbidienkyanh.com/wp-content/uploads/2022/02/Aptomat-khoi-MCCB-legrand.jpg
72,"Tủ điện Legrand",tu-dien-legrand,"<h1>Tủ điện Legrand</h1>
<em>Tủ điện Legrand luôn được thiết kế để đảm bảo những đặc tính kỹ thuật một cách hoàn hảo. Tủ điện là dòng sản phẩm thuộc thiết bị điện Legrand, các tủ điện phổ biến được nhiều người tìm mua là các tủ có 8, 12, 24 module. Có đầy đủ kích thước đáp ứng cho mọi nhu cầu thiết bị, có cả dạng tủ điện âm và tủ điện nổi lắp đặt trên mọi bề mặt tường.</em>
",default,34,http://thietbidienkyanh.com/wp-content/uploads/2022/02/tu-dien-24-module-legrand.jpg
73,"Đèn Kingled",kingled,"<h1>Đèn Kingled - Thông tin và bảng giá mới nhất</h1>
<em>Đèn Kingled không chỉ là một thiết bị chiếu sáng, mà còn là một biểu tượng của sự tinh tế và hiện đại trong thiết kế nội thất.Các loại như : Đèn âm trần, Đèn ốp trần, Đèn tuýp, Đèn búp, Đèn Thả, Đèn Trang Trí,...</em>",default,0,http://thietbidienkyanh.com/wp-content/uploads/2025/02/den-led-am-tran-don-sac-12w-kingled.jpg
74,"Đèn downlight âm trần",downlight-am-tran,"<h1 class=""LC20lb MBeuO DKV0Md"">Đèn LED Downlight Âm Trần Kingled -Đại lí chính hãng tại Hà Nội</h1>
<em>Đèn Downlight Kingled là loại đèn LED âm trần, được thiết kế với kích thước nhỏ gọn, tích hợp chip LED công nghệ cao. Nguồn sáng LED được sử dụng trong đèn Downlight Kingled nổi bật bởi khả năng tiết kiệm điện năng đáng kể, tuổi thọ cao và độ bền vượt trội </em>",default,73,http://thietbidienkyanh.com/wp-content/uploads/2022/06/den-downlight-ruby-kingked-min.jpg
75,"Đèn ốp trần",den-op-tran,"<h1>Đèn LED ốp trần KingLed - Đèn LED chính hãng tại Hà Nội</h1>
<em>Đèn led ốp trần KingLED hay gọi tắt là đèn ốp trần kingled là loại đèn led sử dụng nguồn sáng led được lắp đặt ốp vào trần nhà thường dùng cho chiếu sáng và trang trí phòng khách, ban công, phòng ăn, nhà bếp.</em>",default,73,http://thietbidienkyanh.com/wp-content/uploads/2022/08/den-dop-tran-tron-tran-vien-kingled-min.jpg
76,"Đèn Ống Bơ",den-ong-bo,"<h1>Đèn Ống Bơ KingLED - Đại Lí Đèn LED chiếu sáng tại Hà Nội</h1>",default,73,http://thietbidienkyanh.com/wp-content/uploads/2022/08/den-lon-kingled-min.jpg
77,"Đèn rọi ray",den-roi-ray,,default,73,http://thietbidienkyanh.com/wp-content/uploads/2022/08/den-roi-ray-beryl-kingled-min.jpg
78,"Đèn tường Led",den-tuong-led,"<h1>Đèn tường Led Kingled | Bảng giá và catalog đèn Kingled mới nhất</h1>",default,73,http://thietbidienkyanh.com/wp-content/uploads/2023/02/den-gan-tuong-ngoai-troi-lwa0149-BK.jpg
79,"Đèn Spotlight Ân Trần",den-spotlight-am-tran,,default,73,http://thietbidienkyanh.com/wp-content/uploads/2022/08/den-sportlight-kingled-min.jpg
95,"Đèn Ray Nam Châm",ray-nam-cham,"<h1>ĐÈN LED RAY NAM CHÂM KINGLED HIỆN ĐẠI GIÁ TỐT NHẤT</h1>
<em>Đèn ray nam châm là hệ đèn thế hệ mới với thiết kế tinh tế hiện đại thường được ứng dụng trong chiếu sáng trang trí nội thất. Đèn rọi ray nam châm là dòng đèn LED được gắn trên thanh ray nam châm. Các thanh ray nam châm có các loại: ray nổi, ray âm, và ray thả phù hợp với nhiều cách sử dụng khác nhau.</em>",default,73,http://thietbidienkyanh.com/wp-content/uploads/2023/02/den-roi-ray-nam-cham-kingled-RNC-6SS-CRN.jpg
115,"Công tắc ổ cắm schneider",cong-tac-o-cam-schneider,"<h1>Bảng giá và catalogue công tắc ổ cắm schneider mới nhất 2025</h1>
<h2>1.Công tắc ổ cắm schneider là gì?</h2>
<a href=""https://thietbidienkyanh.com/thiet-bi-dien/thiet-bi-dien-schneider/cong-tac-o-cam-schneider/"">Công tắc ổ cắm <strong>Schneider</strong></a> là một sản phẩm nổi bật trong lĩnh vực thiết bị điện được sản xuất bởi <a href=""https://thietbidienkyanh.com/thiet-bi-dien/thiet-bi-dien-schneider/"">thiết bị điện schneider</a> với thiết kế tinh tế và tính năng ưu việt. Sự kết hợp giữa chất lượng, an toàn và độ bền cao làm cho sản phẩm này trở thành lựa chọn hàng đầu của nhiều gia đình và công trình xây dựng. Trong bài viết này, chúng ta sẽ cùng tìm hiểu các thông tin chi tiết về công tắc ổ cắm, cũng như những sản phẩm tốt nhất hiện có trên thị trường.",default,27,http://thietbidienkyanh.com/wp-content/uploads/2025/03/cong-tac-o-cam-schneider.jpg
116,"Aptomat schneider (thiết bị đóng cắt)",aptomat,"<h1>Bảng giá và catalogue Aptomat schneider mới nhất 2025</h1>
<h2 data-pm-slice=""1 1 []"">1. Aptomat Schneider là gì?</h2>
<a href=""https://thietbidienkyanh.com/thiet-bi-dien/thiet-bi-dien-schneider/aptomat/"">Aptomat Schneider</a> (hay còn gọi là CB – Circuit Breaker) là thiết bị bảo vệ điện do <strong>Schneider Electric</strong> sản xuất, giúp bảo vệ hệ thống điện khỏi các sự cố <strong>quá tải, ngắn mạch, rò rỉ điện</strong>. Với công nghệ tiên tiến, độ bền cao, aptomat Schneider là sự lựa chọn hàng đầu cho các công trình dân dụng và công nghiệp
tòa nhà văn phòng…)",default,27,http://thietbidienkyanh.com/wp-content/uploads/2019/12/Aptomat-mccb-3p-Shneider-e1552408469195.jpg
118,"Công tắc ổ cắm",cong-tac-o-cam-legrand,"<h1>Công Tắc Ổ Cắm Legrand Chính Hãng, Uy tín – Giá tốt nhất</h1>
<a href=""https://thietbidienkyanh.com/thiet-bi-dien/legrand/aptomat-legrand/"">Công tắc ổ cắm Legrand</a> là một trong những sản phẩm điện dân dụng được ưa chuộng nhất hiện nay. Với chất lượng vượt trội và tính năng thông minh, công tắc ổ cắm của Legrand đã khẳng định được vị thế vững chắc trên thị trường. Trong bài viết này, chúng ta sẽ cùng khám phá các thông tin chi tiết về <strong>công tắc ổ cắm Legrand</strong>, từ bảng giá đến catalogue sản phẩm.",default,34,http://thietbidienkyanh.com/wp-content/uploads/2022/02/cong-tac-don-galion-mau-c2.jpg
